context,candidates,target_position,target_lemma,pos_tag,gold_subst,gold_subst_weights
"['Since', 'the', 'mid-1990s', ',', 'India', 'also', 'boasts', 'a', 'much-larger', 'number', 'of', 'software', 'facilities', 'certified', 'to', 'the', '""', 'gold', 'standard', '""', 'of', 'the', 'U.S.', 'Defense', 'Department-inspired', 'CMM', 'Capability', 'Maturity', 'Model', ',', 'than', 'America', ',', 'Europe', 'and', 'the', 'rest', 'of', 'the', 'world', 'combined', '.']","['balance', 'base', 'break', 'comfort', 'convenience', 'inactivity', 'layby', 'leisure', 'prop', 'quiet', 'remainder', 'remains', 'repose', 'respite', 'service', 'sleep', 'stand', 'stick', 'support']",36,rest,n,"['remainder', 'remains']","[4.0, 1.0]"
"['The', 'rest', 'is', 'up', 'to', 'you', '.']","['balance', 'base', 'break', 'comfort', 'convenience', 'inactivity', 'layby', 'leisure', 'prop', 'quiet', 'remainder', 'remains', 'repose', 'respite', 'service', 'sleep', 'stand', 'stick', 'support']",1,rest,n,"['remainder', 'balance']","[5.0, 1.0]"
"['King', ""'s"", 'room', ')', 'where', 'the', 'offset', 'of', 'the', 'rest', 'of', 'the', 'rooms', 'begins', '.']","['balance', 'base', 'break', 'comfort', 'convenience', 'inactivity', 'layby', 'leisure', 'prop', 'quiet', 'remainder', 'remains', 'repose', 'respite', 'service', 'sleep', 'stand', 'stick', 'support']",9,rest,n,['remainder'],[5.0]
"['A', 'little', 'bit', 'of', 'rest', 'and', 'relaxation', 'is', 'waiting', 'for', 'Michelle', 'after', 'the', 'College', 'National', 'Finals', 'Rodeo', '(', 'CNFR', ')', '.']","['balance', 'base', 'break', 'comfort', 'convenience', 'inactivity', 'layby', 'leisure', 'prop', 'quiet', 'remainder', 'remains', 'repose', 'respite', 'service', 'sleep', 'stand', 'stick', 'support']",4,rest,n,"['respite', 'repose', 'quiet', 'leisure', 'inactivity', 'sleep']","[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]"
"['It', 'also', 'crossed', 'as', 'a', 'seat', 'or', 'shooting', 'rest', 'when', 'I', 'stalked', 'within', 'range', 'I', 'would', 'load', 'an', 'arrow', 'or', 'have', 'the', 'gun', 'on', 'my', 'shoulder', 'and', 'the', 'bucket', 'in', 'the', 'other', 'hand', '.']","['balance', 'base', 'break', 'comfort', 'convenience', 'inactivity', 'layby', 'leisure', 'prop', 'quiet', 'remainder', 'remains', 'repose', 'respite', 'service', 'sleep', 'stand', 'stick', 'support']",8,rest,n,"['support', 'stand', 'prop', 'base', 'stick']","[3.0, 1.0, 1.0, 1.0, 1.0]"
"['On', 'some', 'of', 'the', 'major', 'A', 'roads', ',', 'you', 'will', 'find', 'rest', 'stops', ',', 'just', 'like', 'on', 'the', 'motorways', '.']","['balance', 'base', 'break', 'comfort', 'convenience', 'inactivity', 'layby', 'leisure', 'prop', 'quiet', 'remainder', 'remains', 'repose', 'respite', 'service', 'sleep', 'stand', 'stick', 'support']",11,rest,n,"['break area', 'service station', 'convenience', 'service', 'layby', 'comfort', 'break']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['Traded', 'the', 'rest', 'of', 'my', 'misery', 'for', 'a', 'new', 'option', '...', '""', '""', 'Option', 'THIS', ',', '*bleep*', '!']","['balance', 'base', 'break', 'comfort', 'convenience', 'inactivity', 'layby', 'leisure', 'prop', 'quiet', 'remainder', 'remains', 'repose', 'respite', 'service', 'sleep', 'stand', 'stick', 'support']",2,rest,n,"['remainder', 'balance']","[5.0, 1.0]"
"['Faced', 'with', 'a', 'surfeit', 'of', 'both', 'ads', 'and', 'world', 'news', ',', 'Arthur', '[', 'Sulzberger', ',', 'publisher', 'of', 'the', 'New', 'York', 'Times', ']', 'made', 'the', 'critical', 'choice', 'not', 'to', 'accept', 'all', 'the', 'ads', 'the', 'Times', 'was', 'offered', ',', 'instead', 'filling', 'up', 'the', 'rest', 'of', 'the', 'paper', 'with', 'breaking', 'stories', '.']","['balance', 'base', 'break', 'comfort', 'convenience', 'inactivity', 'layby', 'leisure', 'prop', 'quiet', 'remainder', 'remains', 'repose', 'respite', 'service', 'sleep', 'stand', 'stick', 'support']",41,rest,n,['remainder'],[5.0]
"['The', 'gardeners', 'and', 'the', 'Homeowners', 'Association', 'oversee', 'crops', 'and', 'efforts', 'such', 'as', 'the', 'control', 'of', 'mosquitoes', 'and', 'other', 'pests', ';', 'they', 'stock', 'year-round', 'creeks', 'with', 'mosquito', 'fish', 'and', 'design', 'the', 'rest', 'of', 'the', 'streams', 'to', 'drain', 'within', 'two', 'or', 'three', 'days.', 'One', 'of', 'the', 'streams', 'that', 'is', 'part', 'of', 'the', 'system', 'of', 'natural', 'filters', 'A', 'reasonable', 'yearly', 'fee', 'goes', 'towards', 'the', 'care', 'of', 'Village', 'Homes', ""'"", 'green', 'belts', ',', 'swimming', 'pool', ',', 'community', 'center', ',', 'and', 'open', 'spaces', '.']","['balance', 'base', 'break', 'comfort', 'convenience', 'inactivity', 'layby', 'leisure', 'prop', 'quiet', 'remainder', 'remains', 'repose', 'respite', 'service', 'sleep', 'stand', 'stick', 'support']",30,rest,n,['remainder'],[5.0]
"['The', 'rest', 'is', 'tinkering', ',', 'magic', ',', 'forbidden', 'games', '.']","['balance', 'base', 'break', 'comfort', 'convenience', 'inactivity', 'layby', 'leisure', 'prop', 'quiet', 'remainder', 'remains', 'repose', 'respite', 'service', 'sleep', 'stand', 'stick', 'support']",1,rest,n,"['remainder', 'balance']","[5.0, 1.0]"
"['spin', 'of', 'getting', 'its', 'politics', 'out', 'there', ',', 'getting', 'its', 'politics', 'right', '.']","['accurately', 'appropriate', 'correct', 'correctly', 'directly', 'exactly', 'immediately', 'just', 'properly', 'straight', 'straightaway', 'totally', 'well']",11,right,r,"['correct', 'straight', 'appropriate']","[4.0, 1.0, 1.0]"
"['I', ""'ve"", 'got', 'to', 'get', 'them', 'to', 'market', 'right', 'away', '.']","['accurately', 'appropriate', 'correct', 'correctly', 'directly', 'exactly', 'immediately', 'just', 'properly', 'straight', 'straightaway', 'totally', 'well']",8,right,r,"['straight', 'immediately', 'straightaway']","[3.0, 2.0, 1.0]"
"['The', 'compass', 'pointed', 'right', 'towards', 'this', 'land', '.']","['accurately', 'appropriate', 'correct', 'correctly', 'directly', 'exactly', 'immediately', 'just', 'properly', 'straight', 'straightaway', 'totally', 'well']",3,right,r,"['straight', 'exactly']","[5.0, 1.0]"
"['The', 'clever', 'little', 'fella', 'made', 'a', 'web', 'near', 'the', 'back', 'light', 'so', 'when', 'all', 'the', 'moths', 'circle', 'the', 'light', 'they', 'just', 'fly', 'right', 'into', 'his', 'web', '.']","['accurately', 'appropriate', 'correct', 'correctly', 'directly', 'exactly', 'immediately', 'just', 'properly', 'straight', 'straightaway', 'totally', 'well']",22,right,r,['straight'],[5.0]
"['If', 'you', 'take', 'the', 'time', 'to', 'work', 'on', 'a', 'problem', ',', 'take', 'the', 'time', 'to', 'do', 'it', 'right', '.']","['accurately', 'appropriate', 'correct', 'correctly', 'directly', 'exactly', 'immediately', 'just', 'properly', 'straight', 'straightaway', 'totally', 'well']",17,right,r,"['correctly', 'well', 'properly', 'accurately']","[4.0, 1.0, 1.0, 1.0]"
"['Everyone', 'in', 'business', 'is', 'guilty', 'of', 'wasting', 'time', ',', 'be', 'they', 'the', 'receptionist', 'right', 'through', 'to', 'the', 'CEO', '.']","['accurately', 'appropriate', 'correct', 'correctly', 'directly', 'exactly', 'immediately', 'just', 'properly', 'straight', 'straightaway', 'totally', 'well']",13,right,r,"['straight', 'all the way', 'totally']","[4.0, 1.0, 1.0]"
"['My', 'baby', 'son', 'started', 'acting', 'far', 'more', 'confidently', 'and', 'independently', 'right', 'after', 'the', 'name', 'change', 'to', 'Zale', '.']","['accurately', 'appropriate', 'correct', 'correctly', 'directly', 'exactly', 'immediately', 'just', 'properly', 'straight', 'straightaway', 'totally', 'well']",10,right,r,"['straight', 'immediately', 'directly']","[4.0, 1.0, 1.0]"
"['Right', 'from', 'the', 'beginning', 'of', 'training', ',', 'a', 'dog', 'should', 'never', 'be', 'permitted', 'to', 'ignore', 'a', 'command', 'or', 'fail', 'to', 'carry', 'it', 'out', 'completely', '.']","['accurately', 'appropriate', 'correct', 'correctly', 'directly', 'exactly', 'immediately', 'just', 'properly', 'straight', 'straightaway', 'totally', 'well']",0,right,r,"['straight', 'all the way', 'immediately', 'directly']","[3.0, 1.0, 1.0, 1.0]"
"['Stand', 'on', 'the', 'platform', 'right', 'under', 'him', '.']","['accurately', 'appropriate', 'correct', 'correctly', 'directly', 'exactly', 'immediately', 'just', 'properly', 'straight', 'straightaway', 'totally', 'well']",4,right,r,"['straight', 'directly', 'just', 'immediately']","[3.0, 3.0, 1.0, 1.0]"
"['6.', 'SmartKlamp', '(', 'Picture', 'of', 'the', 'SmartKlamp', ')', 'This', 'works', 'in', 'the', 'same', 'general', 'way', 'as', 'the', 'Tara', 'KLamp', 'by', 'trapping', 'the', 'foreskin', 'between', 'an', 'outer', 'ring', 'and', 'an', 'inner', 'tube', ',', 'and', 'thus', 'cutting', 'off', 'the', 'blood', 'supply', 'to', 'the', 'foreskin', '.']","['association', 'band', 'bell', 'call', 'chain', 'chime', 'circle', 'circlet', 'coil', 'connotation', 'feel', 'fob', 'group', 'holder', 'hoop', 'level', 'loop', 'network', 'orbit', 'rim', 'shadow', 'sound', 'syndicate', 'tone']",26,ring,n,"['hoop', 'circle', 'band', 'rim', 'circlet']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['The', 'handle', 'incorporates', 'a', 'wire', 'spring', 'gated', 'clip', ',', 'what', 'Schrade', 'calls', 'a', 'plunger', 'device,', 'to', 'allow', 'you', 'to', 'quickly', 'clip', 'or', 'unclip', 'the', 'knife', 'from', 'a', 'key', 'ring', '.']","['association', 'band', 'bell', 'call', 'chain', 'chime', 'circle', 'circlet', 'coil', 'connotation', 'feel', 'fob', 'group', 'holder', 'hoop', 'level', 'loop', 'network', 'orbit', 'rim', 'shadow', 'sound', 'syndicate', 'tone']",28,ring,n,"['band', 'fob', 'chain', 'hoop', 'holder', 'circle']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['There', 'were', 'dark', 'rings', 'under', 'his', 'eyes', ',', 'and', ',', 'somehow', ',', 'in', 'some', 'indefinable', 'manner', ',', 'he', 'seemed', 'years', 'older', ',', 'a', 'broken', 'old', 'man', '.']","['association', 'band', 'bell', 'call', 'chain', 'chime', 'circle', 'circlet', 'coil', 'connotation', 'feel', 'fob', 'group', 'holder', 'hoop', 'level', 'loop', 'network', 'orbit', 'rim', 'shadow', 'sound', 'syndicate', 'tone']",3,ring,n,"['circle', 'shadow', 'band']","[4.0, 1.0, 1.0]"
"['This', 'ring', 'is', 'open', 'to', 'all', 'sites', 'with', 'a', 'product', 'or', 'service', 'to', 'sell', 'online', '.']","['association', 'band', 'bell', 'call', 'chain', 'chime', 'circle', 'circlet', 'coil', 'connotation', 'feel', 'fob', 'group', 'holder', 'hoop', 'level', 'loop', 'network', 'orbit', 'rim', 'shadow', 'sound', 'syndicate', 'tone']",1,ring,n,"['group', 'chain', 'tone', 'syndicate', 'association']","[3.0, 1.0, 1.0, 1.0, 1.0]"
"['Try', 'saying', '""', 'give', 'me', 'a', 'ring', '""', 'to', 'the', 'next', 'Brit', 'you', 'meet', '.']","['association', 'band', 'bell', 'call', 'chain', 'chime', 'circle', 'circlet', 'coil', 'connotation', 'feel', 'fob', 'group', 'holder', 'hoop', 'level', 'loop', 'network', 'orbit', 'rim', 'shadow', 'sound', 'syndicate', 'tone']",6,ring,n,"['call', 'telephone call', 'bell']","[5.0, 1.0, 1.0]"
"['Does', ""n't"", 'quite', 'have', 'the', 'same', 'ring', 'to', 'it', '...', 'June', '28', '-', 'M.S.S.', 'announces', 'that', 'he', 'is', 'going', 'to', 'write', 'a', 'book', 'about', 'his', 'experiences', 'in', 'which', 'he', 'will', 'reveal', 'details', 'about', 'the', 'collapse', 'of', 'the', ""Ba'athist"", 'regime', '.']","['association', 'band', 'bell', 'call', 'chain', 'chime', 'circle', 'circlet', 'coil', 'connotation', 'feel', 'fob', 'group', 'holder', 'hoop', 'level', 'loop', 'network', 'orbit', 'rim', 'shadow', 'sound', 'syndicate', 'tone']",6,ring,n,"['sound', 'feel', 'connotation', 'chime']","[3.0, 1.0, 1.0, 1.0]"
"['The', 'myelin', 'sheath', 'appears', 'as', 'a', 'dark', 'ring', '.']","['association', 'band', 'bell', 'call', 'chain', 'chime', 'circle', 'circlet', 'coil', 'connotation', 'feel', 'fob', 'group', 'holder', 'hoop', 'level', 'loop', 'network', 'orbit', 'rim', 'shadow', 'sound', 'syndicate', 'tone']",7,ring,n,"['circle', 'band', 'coil']","[4.0, 1.0, 1.0]"
"['Besides', 'that', 'notable', 'contribution', ',', 'in', 'just', 'a', 'few', 'years', 'time', 'military', 'bloggers', '-', 'whether', 'a', 'part', 'of', 'the', 'ring', 'or', 'not', '-', 'have', 'helped', 'raise', 'funds', 'for', 'Iraqi', 'children', 'and', 'wounded', 'veterans', 'alike', ',', 'brought', 'attention', 'to', 'efforts', 'to', 'support', 'the', 'troops', ',', 'inspired', 'songs', ',', 'helped', 'launch', 'film', 'projects', ',', 'and', 'signed', 'book', 'deals', '.']","['association', 'band', 'bell', 'call', 'chain', 'chime', 'circle', 'circlet', 'coil', 'connotation', 'feel', 'fob', 'group', 'holder', 'hoop', 'level', 'loop', 'network', 'orbit', 'rim', 'shadow', 'sound', 'syndicate', 'tone']",19,ring,n,"['circle', 'group', 'network']","[3.0, 2.0, 1.0]"
"['We', 'have', 'done', 'away', 'with', 'quarterstraps', ',', 'spider', 'rings', 'and', 'hair', 'cinches', 'and', 'substituted', 'a', 'girth', ',', 'which', ',', 'buckling', 'to', 'leather', 'billets', ',', 'reduces', 'the', 'weight', 'and', 'reduced', 'the', 'time', 'needed', 'in', 'saddling', '.']","['association', 'band', 'bell', 'call', 'chain', 'chime', 'circle', 'circlet', 'coil', 'connotation', 'feel', 'fob', 'group', 'holder', 'hoop', 'level', 'loop', 'network', 'orbit', 'rim', 'shadow', 'sound', 'syndicate', 'tone']",8,ring,n,"['hoop', 'circle', 'loop']","[3.0, 1.0, 1.0]"
"['You', 'could', 'say', 'that', 'the', 'atom', 'is', '""', 'balanced', '""', 'because', 'it', 'has', 'an', 'even', 'number', 'of', 'electrons', 'on', 'each', 'ring', '.']","['association', 'band', 'bell', 'call', 'chain', 'chime', 'circle', 'circlet', 'coil', 'connotation', 'feel', 'fob', 'group', 'holder', 'hoop', 'level', 'loop', 'network', 'orbit', 'rim', 'shadow', 'sound', 'syndicate', 'tone']",20,ring,n,"['circle', 'level', 'orbit']","[2.0, 1.0, 1.0]"
"['Increased', 'quality=', 'less', 'quality', 'costs', '(', 'scrap', ',', 'customer', 'returns', ')', '=increased', 'margins', '.']","['album', 'bit', 'clipping', 'collage', 'crumb', 'fragment', 'leftover', 'morsel', 'piece', 'recycling', 'remainder', 'rubbish', 'shred', 'waste']",6,scrap,n,"['waste', 'remainder']","[4.0, 1.0]"
"['General', 'Update', '#3', 'Wednesday', ',', '24th', 'September', ',', '2003', ':', ':', '03:56', 'EDT', '-', 'Sidenotes', '-', 'perplexed', 'A', 'little', 'more', 'of', 'the', 'general', 'boring', 'scrap', ',', 'nothing', 'to', 'get', 'too', 'excited', 'about', '.']","['album', 'bit', 'clipping', 'collage', 'crumb', 'fragment', 'leftover', 'morsel', 'piece', 'recycling', 'remainder', 'rubbish', 'shred', 'waste']",24,scrap,n,"['waste', 'piece', 'odds and ends', 'rubbish', 'shred']","[1.0, 1.0, 1.0, 1.0, 1.0]"
"['Indeed', 'this', 'would', 'only', 'be', 'feeding', 'the', 'opposites', 'of', 'good', 'and', 'bad', 'and', ',', 'as', 'we', 'are', 'reminded', 'by', 'that', 'little', 'scrap', 'of', 'paper', 'on', 'the', 'wall', 'at', 'the', 'Maenllwyd', ',', '""', 'When', 'the', 'opposites', 'arise', ',', 'the', 'Buddha', 'mind', 'is', 'lost', '""', '.']","['album', 'bit', 'clipping', 'collage', 'crumb', 'fragment', 'leftover', 'morsel', 'piece', 'recycling', 'remainder', 'rubbish', 'shred', 'waste']",21,scrap,n,"['piece', 'fragment']","[4.0, 2.0]"
"['Now', 'each', 'day', 'the', 'central', 'banker', 'taxes', 'the', 'other', 'Asians', 'on', 'the', 'island', 'by', 'confiscating', 'a', 'portion', 'of', 'the', 'scraps', 'of', 'food', 'the', 'American', 'throws', 'them', 'each', 'day', 'from', 'his', 'table', '.']","['album', 'bit', 'clipping', 'collage', 'crumb', 'fragment', 'leftover', 'morsel', 'piece', 'recycling', 'remainder', 'rubbish', 'shred', 'waste']",19,scrap,n,"['bit', 'morsel', 'leftover', 'piece', 'fragment']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['""', 'Saying', 'this', ',', 'Rikiu', 'stepped', 'into', 'the', 'garden', ',', 'shook', 'a', 'tree', 'and', 'scattered', 'over', 'the', 'garden', 'gold', 'and', 'crimson', 'leaves', ',', 'scraps', 'of', 'the', 'brocade', 'of', 'autumn', '!']","['album', 'bit', 'clipping', 'collage', 'crumb', 'fragment', 'leftover', 'morsel', 'piece', 'recycling', 'remainder', 'rubbish', 'shred', 'waste']",23,scrap,n,"['piece', 'fragment', 'bit']","[4.0, 2.0, 1.0]"
"['6', 'Cut', 'a', 'nose', 'shape', 'from', 'a', 'scrap', 'of', 'felt', 'the', 'same', 'colour', 'as', 'your', 'nose', 'thread', '.']","['album', 'bit', 'clipping', 'collage', 'crumb', 'fragment', 'leftover', 'morsel', 'piece', 'recycling', 'remainder', 'rubbish', 'shred', 'waste']",7,scrap,n,['piece'],[5.0]
"['He', 'saw', 'the', 'spark', 'of', 'an', 'explosion', 'where', 'the', 'main', 'bridge', 'section', 'would', 'have', 'been', 'and', 'smiled', 'in', 'satisfaction', 'as', 'his', 'brain', 'started', 'counting', 'up', 'the', 'scrap', 'value', 'of', 'an', 'Imperial', 'Customs', 'Frigate', '.']","['album', 'bit', 'clipping', 'collage', 'crumb', 'fragment', 'leftover', 'morsel', 'piece', 'recycling', 'remainder', 'rubbish', 'shred', 'waste']",26,scrap,n,"['recycling', 'waste', 'waste metal', 'trade in']","[1.0, 1.0, 1.0, 1.0]"
"['Recycled', 'ferrous', 'scrap', 'consumes', '75', 'percent', 'less', 'energy', 'than', 'new', 'ore', '.']","['album', 'bit', 'clipping', 'collage', 'crumb', 'fragment', 'leftover', 'morsel', 'piece', 'recycling', 'remainder', 'rubbish', 'shred', 'waste']",2,scrap,n,"['waste', 'discarded item']","[5.0, 1.0]"
"['At', 'the', 'opposite', 'end', 'of', 'the', 'chopping', 'board', 'from', 'the', 'chopped', 'food', 'hopper', 'is', 'located', 'another', 'hopper', 'which', 'is', 'used', 'specifically', 'for', 'collecting', 'the', 'cut', 'food', 'scraps', '.']","['album', 'bit', 'clipping', 'collage', 'crumb', 'fragment', 'leftover', 'morsel', 'piece', 'recycling', 'remainder', 'rubbish', 'shred', 'waste']",26,scrap,n,"['waste', 'morsel', 'leftover', 'crumb', 'bit']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['Find', 'out', 'what', 'type', 'of', 'scrap', 'booking', 'sheets', 'fit', 'in', 'their', 'scrap', 'book', 'and', 'create', 'a', 'page', 'or', 'two', 'for', 'them', '!']","['album', 'bit', 'clipping', 'collage', 'crumb', 'fragment', 'leftover', 'morsel', 'piece', 'recycling', 'remainder', 'rubbish', 'shred', 'waste']",11,scrap,n,"['clipping', 'album', 'collage']","[1.0, 1.0, 1.0]"
"['""', 'Chalabi', 'is', 'still', 'on', 'the', 'Defense', 'Intelligence', 'Agency', ""'s"", 'budget', 'for', 'a', 'secret', 'stipend', 'of', '$', '340,000', 'a', 'month', '.']","['clandestine', 'classified', 'closed', 'coded', 'concealed', 'confidential', 'hidden', 'inner', 'innermost', 'intelligence', 'private', 'spying', 'undercover', 'undisclosed', 'unknown', 'unpublished', 'unrevealed', 'unseen', 'unspoken']",13,secret,a,"['undisclosed', 'hidden', 'unpublished', 'clandestine', 'private']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['But', 'there', 'was', 'a', 'secret', 'core', 'group', 'based', 'on', 'the', 'knowledge', 'of', 'existence', 'of', 'secret', 'partnerships', '.']","['clandestine', 'classified', 'closed', 'coded', 'concealed', 'confidential', 'hidden', 'inner', 'innermost', 'intelligence', 'private', 'spying', 'undercover', 'undisclosed', 'unknown', 'unpublished', 'unrevealed', 'unseen', 'unspoken']",14,secret,a,"['clandestine', 'hidden', 'undisclosed', 'undercover', 'concealed', 'unknown']","[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]"
"['I', 'think', 'we', ""'ve"", 'really', 'got', 'to', 'know', 'whether', 'the', 'hookworm', 'of', 'political', 'corruption', 'in', 'the', 'form', 'of', 'secret', 'campaign', 'funds', 'had', 'invaded', 'the', 'Premier', ""'s"", 'office', 'in', 'this', 'province', ',', 'and', 'the', 'Premier', ""'s"", 'got', 'to', 'answer', 'with', 'a', 'full', 'explanation', 'of', 'those', 'secret', 'trust', 'funds', '.']","['clandestine', 'classified', 'closed', 'coded', 'concealed', 'confidential', 'hidden', 'inner', 'innermost', 'intelligence', 'private', 'spying', 'undercover', 'undisclosed', 'unknown', 'unpublished', 'unrevealed', 'unseen', 'unspoken']",44,secret,a,"['undisclosed', 'hidden', 'unrevealed', 'unpublished', 'concealed']","[2.0, 2.0, 1.0, 1.0, 1.0]"
